V1,V2,V3,V4,V5,V6,V7
-11.8920862569335,-1573.14043122883,-554.789714492269,-401.164682378284,-265.222925051274,-682.410763042286,-140.109639840834
-291.201275945137,297.861632273344,-348.348313720922,-295.502754637672,-447.196576888009,-462.483313170276,100.466728256523
176.794349988479,72.1914054444542,22.6406705495563,85.5956659077093,277.895223622812,-302.304165440362,-29.9781633546773
-499.06957594043,-64.5837417451483,332.497028516819,-68.5727954006767,-437.992594186824,189.219497824766,71.3386470224214
104.271819796305,2807.413995361,578.104445771188,465.265112848454,2018.62538943092,2448.18986736686,897.628915099131
-301.298349774992,-761.419674380065,-273.320379808752,-188.790726227514,-107.42860514666,26.3857776330451,-297.179480197798
20.5929411922313,-211.386798633238,-0.173179709869342,-13.5799974467365,-32.2861013145228,-11.3791139078857,52.6907309722957
-5.6658126795358,-417.061428496653,-475.999877706762,3.15176276217719,-151.14720268946,307.820215819218,865.227926765221
-1565.49575596557,-497.648433452488,-380.5310145253,-76.4301697705907,-224.163824327181,-414.257682626645,-84.4202971690096
638.588493315574,118.340418772101,1109.39657811881,120.67223985231,422.567060077607,358.780391023787,-271.110116198224
100.339362742376,603.296692873765,112.78683003261,376.599527104496,494.999275170022,1324.58251701895,-266.892832964131
1165.43157898895,328.412382398164,6.07504809484907,367.828864100812,417.035082636106,-8.24830256598278,1031.30534162866
502.236991466995,551.088921660186,432.998301858954,-54.6904979612673,1232.89540467262,1946.54414479461,1000.72498774476
1366.39842695467,475.525062882671,408.555638633455,1788.60267711156,916.396047417323,-1085.66398199596,-516.291684756194
393.05170441035,491.849278599279,215.021053937751,134.482696353148,285.145082707053,1399.29225385503,-663.110575197293
-640.806713994327,-744.200400519215,-1050.18313705645,90.1013755211403,105.225941950287,-721.949993807481,-43.9150656028657
96.1155072434879,140.874181008129,-100.600114730712,-58.453383977045,-60.9150040694777,26.093344831473,-61.1305180060513
-146.255396064964,297.444691663362,649.488667906665,-113.372130028091,203.79125676839,-346.99574324005,-300.689101724957
24.6015373496743,11.7470087672801,-2.21681020590309,17.5830076226884,-6.65772516563076,-1.9359360541965,20.1464963178625
-244.993832247343,-134.347327988472,-218.810965480914,111.552528533773,-220.640434903796,6.24589949259313,-265.726091146741
-211.782410706837,-153.788466018679,19.0074906514732,-37.4310779361673,-82.5382564568742,-126.180257633533,4.42185884781337
-166.855720442772,63.191555974596,93.5601105234257,39.5021598518063,-76.5498841743735,176.075709592495,-81.7838411530119
-107.888942471258,-329.632421395073,248.461833957075,454.449941865023,777.819077663633,-66.4147389464858,290.708258283201
158.126160133039,-156.700569511921,-242.161732239448,50.2105835858399,-204.247683319566,188.307603861925,19.1583658597108
-495.216661332253,-240.602819810432,720.540161521434,-581.107079820256,-1837.01326251374,-2418.58794459778,-1483.92447477376
45.1024199864796,171.306004155655,-119.564406090601,-336.318727879662,-248.412510710894,-230.215301909291,-62.5646361982794
-28.370971443879,-11.4104163978506,250.099814518508,166.810116336525,70.7961800935309,154.912856788907,141.138952885122
-139.754795686819,36.8208576703457,-106.238046027567,-283.802271231367,279.821971445926,108.095189626351,-263.039606972476
463.001493821163,287.097279539043,694.427011337118,1216.04589741511,475.844508284661,352.267268775273,1070.77744794101
508.425424568622,1813.41244634911,562.449584983562,-118.529930703686,464.067003636628,-45.6932919409582,77.657136080629
-7.13729575961404,9.46681388763914,-3.50271097922386,-13.4367826387144,-10.1037416834595,10.2246982112613,-3.03256628178174
-86.5827197162085,406.212817750978,65.350045016272,322.453080412346,295.336344344807,241.484494227021,181.236840856537
394.233622574665,50.1090614620553,112.195677298182,287.65672197821,-56.7029700670026,111.258822090953,-156.681015854481
105.435293387466,221.565503521859,255.041670920436,318.843778310027,77.3879767518387,64.7451588782435,170.219822559504
171.585210089054,206.353699682723,-188.07632189991,-253.82329370798,-350.792685195847,-126.328181179909,-120.071107996856
785.40597600445,781.928900610174,1219.2011211227,410.131450066732,227.461637810714,429.131626999632,503.435216735496
884.989994548242,295.310598977012,-334.646579748547,869.475721875893,2167.04128246423,1170.0056553643,1875.56895394389
550.205284309928,308.318005922186,256.401049694755,220.256458783256,604.254880735411,-143.760557138296,34.4863404612322
804.663256620598,571.618759303273,638.300263269161,-175.191513756813,289.298667312067,-9.98310942600026,543.08489307038
-745.08920580419,-131.137901815226,-203.970923901714,-482.57675996323,-171.696444544341,-314.846238118115,-551.312179053637
157.558827029964,1389.1382994743,86.6217771331716,659.737498100995,220.547808396159,669.125781638344,1799.55294221686
-359.902756963706,18.280384442441,760.599016126397,646.803406113619,195.345533103918,795.874262057511,575.756447327595
257.506462537096,174.765643808662,70.3023899490034,137.496183243515,227.865366665747,89.8295987774852,73.6732959761742
243.714303267324,177.170320411802,112.91256459354,157.886438767354,-231.178279679883,-151.800404703897,-101.335379196592
36.6570019336978,-456.347576149491,-337.588675145533,-53.3779307736853,26.8983154836826,-56.6606251874731,-196.986273524732
ts_quarterly$ts
474820.794503119
473767.249820383
476291.082073763
472460.019793949
465035.299289834
462486.198211347
462425.765261129
465212.360973674
463985.861080656
464198.682837185
463914.710649577
464064.045579569
457641.689567372
456152.475954083
456676.195697583
458315.392250734
458761.499510856
459115.363679171
456500.323193751
451869.550296274
453888.565824389
453309.62340415
450230.702738187
449563.403239404
449231.982476679
450065.424245406
448631.552730985
446172.235616387
449338.495718199
447861.036584574
448596.024830451
449581.581331417
451958.34085594
454765.327811438
453660.598583658
450806.074079425
440019.27401791
445550.881871551
439773.512545729
439705.564715019
443800.177631718
441632.100197169
441530.6015891
442824.491338134
445722.742831801
447067.514375689
444798.306584178
441982.808656734
443863.871046838
443697.237945064
439147.541668688
442339.254212075
440091.184725254
435908.094110473
431761.230538904
432989.651592121
432997.537139651
436148.411957035
435069.428578145
438065.420336112
438296.842398799
438423.181229254
438839.886102668
438017.876179164
437280.321264442
432018.370329429
428234.840976384
430696.446216269
429825.048519722
427584.687168134
425027.781229934
424886.607864033
426818.300391445
421301.325278455
418917.120046221
416814.796095588
414870.444735638
420259.243210702
421479.607246372
422317.545425581
413881.661454864
412417.66640251
409923.882774189
413191.091036321
416238.151255223
416924.323394151
416272.082064702
419985.736806432
420925.178956678
420734.619599539
422757.903442542
423757.510593058
426288.884348902
421132.969889992
418608.91820381
420925.350954238
419524.009958914
419344.96449139
419755.934030103
419327.697481904
423266.884961064
428892.235311611
432723.411501665
431241.988763864
431905.948795315
432873.466027914
433378.446109285
434899.921627848
433831.000325595
434955.151806486
433607.511713909
434098.732146144
432689.186933492
432919.744572077
430548.085553655
430155.473096631
431819.186213543
433434.024541651
433838.504423223
434205.833065197
431299.662237322
432809.01868111
432705.446287023
432365.960334173
434950.068864302
434439.307195645
434213.270524871
435328.15302793
435045.257264946
434787.66855975
435708.818541259
435427.252358605
432828.048813708
432662.11721505
433029.205667839
434598.789740241
435719.146471057
437969.208710629
436304.949728419
436796.752164626
437014.329210213
438279.54295024
441540.311208813
442649.287306342
442937.741919513
443193.123483778
444049.681299275
446241.068872861
451097.059322245
449920.392519506
452668.191410074
455000.043314735
454380.796198534
455980.203347363
458281.737654298
459227.81665404
459648.594103443
457446.239174395
456490.657046028
455761.090275585
456497.377792422
458126.068432296
457096.102808514
455201.436238976
460722.538744605
460486.19825539
461869.094282802
460681.377730463
461332.713127954
461636.045773741
461040.694990971
461124.958538656
459205.040343213
460561.091456107
460288.536136342
457704.781611222
457498.448872219
459370.21551208
460565.727556688
461161.745628335
460653.05857784
461353.877448908
461177.171142722
461937.483445587
465341.116810495
461477.152538764
463452.068522953
463459.445527833
462157.095748723
463341.05678274
464108.068624932
465649.960140862
472919.200882532
473293.146447376
472668.118931457
473053.12060706
472887.881499763
472630.081011883
472364.885103183
474457.468043565
478490.902810525
480461.29242814
480512.703210695
480533.26666745
479716.026498052
481585.779352549
482630.283537157
481381.87504878
477829.101272188
480695.938933152
483316.154045163
485230.669612991
484589.523520544
486481.304100681
487948.468161286
488568.562701127
489300.523267466
490942.999553819
496176.567486703
498399.586695815
496313.779317971
493988.26238564
495014.836011104
491492.558633215
491256.472162401
485073.223346664
487722.103593869
489308.203552865
488425.054837188
487879.486436812
491891.795964614
491525.424894657
491002.529532338
490701.015225882
489730.334478328
488990.881501895
486398.651391682
488804.404334135
483646.77164822
484121.505111624
484449.749920062
483865.974926498
481781.395423094
486026.003599416
484150.340842974
483330.073084764
486976.066156027
484472.970518614
487894.70950996
488460.20037694
485524.808983503
488156.945336842
491165.169080187
493097.470985602
490875.278064062
494124.706555862
492712.73797512
497330.374193468
496381.295530869
495215.980270481
495926.235394271
497185.149239233
497620.403706714
497526.894967674
495617.347414385
494619.031358081
495084.856276902
494060.17326147
493528.788095093
496383.026003282
495972.507599693
498877.507410973
492217.097312667
490525.651091075
492833.829416579
493934.054394326
493640.169350121
491247.693753258
493490.219097103
493731.938017732
495765.781218045
495383.028705149
494941.937209128
493893.172712877
490287.774470474
489508.689925594
488902.862603082
486725.268089183
489951.831235271
488169.71248939
490739.635512823
490941.785964286
491015.829872826
489549.129526276
492044.381055168
493692.973989206
491769.686132504
494952.513784119
495572.044804738
494262.533614327
496015.448353416
496778.768435209
496870.367910684
494460.087175857
496080.264665639
497431.617777579
497701.680427275
496941.452307892
500083.553107553
503908.222045634
506770.97692392
505027.122925619
505873.033528538
506962.751190976
510981.097959866
510090.884899442
508731.019095662
508801.144865746
509525.539159326
511302.793159219
513557.973632931
514783.708955586
522094.059182516
521383.436228258
525017.847598528
525891.915502701
526928.585848205
526464.55443477
529314.365086355
527480.118444799
527278.02339137
524525.712038449
518896.242425228
524126.981273157
525935.120512257
521245.625050552
522342.512867179
521001.616959307
523554.700523501
528170.897710805
528320.732218448
529355.52775891
530624.145967396
534389.861334177
537970.844343491
548946.656105135
550460.253179607
551722.291933898
546574.16302388
544775.133973343
542680.391063665
545172.591259519
548714.522057661
547859.254526657
547065.671027467
544894.61894594
547858.216540025
553400.300273094
555782.590752626
555147.344863062
554817.042278592
554479.621488482
553638.604629394
556196.201180095
555854.736040353
554049.101684844
561547.926198244
561734.864800017
562407.671595301
566140.352418647
566782.509737361
566728.257526236
565534.189443479
573112.039112173
576656.751601764
576543.761298611
583759.297084798
580509.904735047
586638.524745936
591391.65799596
588323.031083314
593015.785314213
594437.596430699
600100.23693668
595134.01465501
585659.489626765
581496.091244419
586941.058520759
576059.919855525
550653.297018543
552053.419321572
550118.311844097
532313.502368399
537794.671727815
545599.084811987
545133.908964156
541382.423198424
544439.143748805
544534.67248705
535602.691304687
534732.962234692
539454.286122487
545526.731870171
546412.270474755
539713.054755849
534171.933048447
527529.818552725
522129.904637071
ts_quarterly$rebalance.days
3001
3064
3127
3190
3253
3316
3379
